2014-07-01,84,74,94,75,93,66,102,1985,1980,0,0.16,1.4
2014-07-05,82,73,90,75,93,66,102,1924,2009,0.31,0.16,3.04
2014-07-08,83,74,92,75,93,68,104,1892,1980,0,0.15,1.49
